0, 203, 0, 32768
0, 42, 0, 32768
0, 33, 0, 32768
0, 30, 0, 32768
0, 28, 0, 32768
0, 33, 0, 32768
0, 27, 0, 32768
0, 28, 0, 32768
0, 29, 0, 32768
0, 31, 0, 32768
0, 28, 0, 32768
0, 25, 0, 32768
0, 28, 0, 32768
0, 32, 0, 32768
0, 28, 0, 32768
0, 28, 0, 32768
0, 26, 0, 32768
0, 33, 0, 32768
0, 24, 0, 32768
0, 28, 0, 32768
0, 27, 0, 32768
0, 32, 0, 32768
0, 28, 0, 32768
0, 26, 0, 32768
1, 27, 0, 32768
1, 32, 0, 32768
1, 26, 0, 32768
1, 25, 0, 32768
1, 28, 0, 32768
1, 33, 0, 32768
1, 25, 0, 32768
1, 27, 0, 32768
1, 26, 0, 32768
1, 32, 0, 32768
1, 26, 0, 32768
1, 27, 0, 32768
1, 32, 0, 32768
1, 25, 0, 32768
1, 26, 0, 32768
1, 26, 0, 32768
1, 32, 0, 32768
1, 26, 0, 32768
1, 25, 0, 32768
1, 26, 0, 32768
1, 31, 0, 32768
1, 27, 0, 32768
1, 25, 0, 32768
1, 26, 0, 32768
1, 31, 0, 32768
1, 27, 0, 32768
1, 27, 0, 32768
1, 25, 0, 32768
1, 31, 0, 32768
1, 24, 0, 32768
1, 28, 0, 32768
1, 25, 0, 32768
1, 32, 0, 32768
1, 26, 0, 32768
1, 20, 0, 32768
1, 11, 0, 32768
2, 12, 0, 32768
2, 13, 0, 32768
2, 12, 0, 32768
2, 11, 0, 32768
6, 44, 0, 32768
7, 25, 0, 32768
7, 22, 0, 32768
7, 21, 0, 32768
7, 19, 0, 32768
8, 20, 0, 32768
83, 44, 0, 32768
84, 30, 0, 32768
84, 34, 0, 32768
84, 31, 0, 32768
85, 30, 0, 32768
85, 29, 0, 32768
85, 26, 0, 32768
87, 28, 0, 32768
87, 24, 0, 32768
87, 26, 0, 32768
87, 22, 0, 32768
87, 28, 0, 32768
87, 24, 0, 32768
87, 28, 0, 32768
88, 22, 0, 32768
88, 25, 0, 32768
88, 21, 0, 32768
93, 25, 0, 32768
93, 23, 0, 32768
93, 25, 0, 32768
93, 21, 0, 32768
93, 23, 0, 32768
94, 27, 0, 32768
94, 24, 0, 32768
94, 17, 0, 32768
94, 20, 0, 32768
94, 12, 0, 32768
94, 20, 0, 32768
94, 16, 0, 32768
95, 25, 0, 32768
95, 20, 0, 32768
95, 23, 0, 32768
95, 12, 0, 32768
95, 24, 0, 32768
95, 20, 0, 32768
95, 23, 0, 32768
96, 20, 0, 32768
96, 39, 0, 32768
96, 21, 0, 32768
96, 23, 0, 32768
96, 20, 0, 32768
96, 23, 0, 32768
96, 20, 0, 32768
97, 24, 0, 32768
97, 20, 0, 32768
97, 23, 0, 32768
97, 20, 0, 32768
97, 24, 0, 32768
97, 12, 0, 32768
97, 24, 0, 32768
97, 12, 0, 32768
98, 24, 0, 32768
98, 12, 0, 32768
98, 21, 0, 32768
98, 10, 0, 32768
98, 19, 0, 32768
98, 17, 0, 32768
99, 18, 0, 32768
99, 17, 0, 32768
99, 16, 0, 32768
100, 20, 0, 32768
100, 20, 0, 32768
100, 17, 0, 32768
100, 16, 0, 32768
101, 238, 0, 32768
101, 15, 0, 32768
101, 15, 0, 32768
101, 14, 0, 32768
102, 14, 0, 32768
102, 13, 0, 32768
102, 13, 0, 32768
103, 13, 0, 32768
103, 13, 0, 32768
103, 14, 0, 32768
103, 13, 0, 32768
104, 13, 0, 32768
104, 13, 0, 32768
104, 13, 0, 32768
105, 14, 0, 32768
105, 14, 0, 32768
105, 13, 0, 32768
105, 14, 0, 32768
106, 13, 0, 32768
106, 13, 0, 32768
106, 13, 0, 32768
107, 16, 0, 32768
107, 14, 0, 32768
107, 14, 0, 32768
107, 14, 0, 32768
108, 14, 0, 32768
108, 14, 0, 32768
108, 13, 0, 32768
108, 13, 0, 32768
109, 13, 0, 32768
109, 14, 0, 32768
109, 14, 0, 32768
110, 13, 0, 32768
110, 13, 0, 32768
110, 13, 0, 32768
110, 13, 0, 32768
111, 13, 0, 32768
111, 13, 0, 32768
111, 14, 0, 32768
112, 14, 0, 32768
112, 14, 0, 32768
112, 13, 0, 32768
112, 14, 0, 32768
113, 13, 0, 32768
113, 14, 0, 32768
113, 14, 0, 32768
114, 13, 0, 32768
114, 13, 0, 32768
114, 13, 0, 32768
114, 14, 0, 32768
115, 13, 0, 32768
115, 13, 0, 32768
115, 14, 0, 32768
116, 13, 0, 32768
116, 14, 0, 32768
116, 15, 0, 32768
117, 18, 0, 32768
117, 15, 0, 32768
117, 14, 0, 32768
117, 14, 0, 32768
118, 13, 0, 32768
118, 13, 0, 32768
118, 13, 0, 32768
118, 14, 0, 32768
119, 14, 0, 32768
119, 14, 0, 32768
119, 13, 0, 32768
120, 13, 0, 32768
120, 14, 0, 32768
120, 13, 0, 32768
120, 13, 0, 32768
121, 12, 0, 32768
121, 13, 0, 32768
121, 13, 0, 32768
121, 13, 0, 32768
122, 13, 0, 32768
122, 13, 0, 32768
122, 13, 0, 32768
123, 13, 0, 32768
123, 13, 0, 32768
123, 13, 0, 32768
123, 13, 0, 32768
124, 13, 0, 32768
124, 13, 0, 32768
124, 13, 0, 32768
125, 13, 0, 32768
125, 13, 0, 32768
125, 12, 0, 32768
125, 13, 0, 32768
126, 13, 0, 32768
126, 12, 0, 32768
126, 13, 0, 32768
126, 13, 0, 32768
127, 14, 0, 32768
127, 14, 0, 32768
127, 13, 0, 32768
128, 13, 0, 32768
128, 13, 0, 32768
128, 13, 0, 32768
129, 13, 0, 32768
129, 13, 0, 32768
129, 13, 0, 32768
129, 13, 0, 32768
130, 13, 0, 32768
130, 13, 0, 32768
130, 13, 0, 32768
130, 13, 0, 32768
131, 13, 0, 32768
131, 13, 0, 32768
131, 13, 0, 32768
132, 13, 0, 32768
132, 14, 0, 32768
132, 13, 0, 32768
132, 13, 0, 32768
133, 13, 0, 32768
133, 14, 0, 32768
133, 13, 0, 32768
134, 13, 0, 32768
134, 17, 0, 32768
134, 13, 0, 32768
134, 13, 0, 32768
135, 13, 0, 32768
135, 12, 0, 32768
135, 13, 0, 32768
135, 13, 0, 32768
136, 13, 0, 32768
136, 13, 0, 32768
136, 13, 0, 32768
137, 14, 0, 32768
137, 13, 0, 32768
137, 13, 0, 32768
138, 12, 0, 32768
138, 13, 0, 32768
138, 13, 0, 32768
138, 12, 0, 32768
139, 13, 0, 32768
139, 13, 0, 32768
139, 13, 0, 32768
139, 13, 0, 32768
140, 13, 0, 32768
140, 13, 0, 32768
140, 13, 0, 32768
141, 12, 0, 32768
141, 13, 0, 32768
141, 12, 0, 32768
143, 12, 0, 32768
143, 8, 0, 32768
143, 7, 0, 32768
143, 7, 0, 32768
143, 7, 0, 32768
143, 7, 0, 32768
143, 8, 0, 32768
145, 13, 0, 32768
145, 8, 0, 32768
145, 8, 0, 32768
145, 8, 0, 32768
145, 8, 0, 32768
145, 8, 0, 32768
145, 8, 0, 32768
147, 14, 0, 32768
147, 8, 0, 32768
147, 8, 0, 32768
147, 8, 0, 32768
147, 8, 0, 32768
147, 9, 0, 32768
147, 8, 0, 32768
149, 14, 0, 32768
149, 8, 0, 32768
149, 8, 0, 32768
149, 8, 0, 32768
149, 8, 0, 32768
149, 8, 0, 32768
149, 8, 0, 32768
151, 14, 0, 32768
151, 7, 0, 32768
151, 7, 0, 32768
151, 7, 0, 32768
151, 8, 0, 32768
151, 8, 0, 32768
151, 8, 0, 32768
153, 13, 0, 32768
153, 8, 0, 32768
153, 8, 0, 32768
153, 8, 0, 32768
153, 8, 0, 32768
153, 8, 0, 32768
153, 7, 0, 32768
155, 14, 0, 32768
155, 7, 0, 32768
155, 7, 0, 32768
155, 7, 0, 32768
155, 8, 0, 32768
155, 8, 0, 32768
