0, 138, 1, 131072
0, 27, 1, 131072
0, 32, 1, 131072
0, 22, 1, 131072
0, 22, 1, 131072
0, 20, 1, 131072
0, 24, 1, 131072
0, 20, 1, 131072
0, 23, 1, 131072
0, 22, 1, 131072
0, 20, 1, 131072
0, 20, 1, 131072
0, 22, 1, 131072
0, 19, 1, 131072
0, 19, 1, 131072
0, 19, 1, 131072
0, 24, 1, 131072
0, 21, 1, 131072
0, 22, 1, 131072
0, 20, 1, 131072
0, 25, 1, 131072
0, 21, 1, 131072
0, 21, 1, 131072
0, 21, 1, 131072
0, 24, 1, 131072
0, 22, 1, 131072
0, 22, 1, 131072
0, 22, 1, 131072
0, 22, 1, 131072
0, 21, 1, 131072
0, 23, 1, 131072
0, 22, 1, 131072
0, 23, 1, 131072
1, 21, 1, 131072
1, 21, 1, 131072
1, 23, 1, 131072
1, 22, 1, 131072
1, 20, 1, 131072
1, 20, 1, 131072
1, 28, 1, 131072
1, 23, 1, 131072
1, 21, 1, 131072
1, 22, 1, 131072
1, 21, 1, 131072
1, 24, 1, 131072
1, 24, 1, 131072
1, 22, 1, 131072
1, 23, 1, 131072
1, 25, 1, 131072
1, 23, 1, 131072
1, 24, 1, 131072
1, 23, 1, 131072
1, 25, 1, 131072
1, 22, 1, 131072
1, 25, 1, 131072
1, 24, 1, 131072
1, 25, 1, 131072
1, 21, 1, 131072
1, 21, 1, 131072
1, 23, 1, 131072
1, 28, 1, 131072
1, 25, 1, 131072
1, 26, 1, 131072
1, 24, 1, 131072
14, 37, 1, 131072
14, 22, 1, 131072
14, 19, 1, 131072
14, 21, 1, 131072
14, 21, 1, 131072
21, 32, 1, 131072
26, 62, 1, 131072
26, 30, 1, 131072
26, 30, 1, 131072
26, 21, 1, 131072
26, 21, 1, 131072
26, 20, 1, 131072
26, 18, 1, 131072
30, 33, 1, 131072
30, 48, 1, 131072
30, 20, 1, 131072
30, 22, 1, 131072
30, 19, 1, 131072
37, 53, 1, 131072
37, 24, 1, 131072
37, 17, 1, 131072
37, 18, 1, 131072
42, 32, 1, 131072
42, 21, 1, 131072
42, 32, 1, 131072
42, 21, 1, 131072
43, 37, 1, 131072
44, 30, 1, 131072
45, 33, 1, 131072
46, 28, 1, 131072
47, 31, 1, 131072
49, 28, 1, 131072
49, 35, 1, 131072
51, 27, 1, 131072
52, 29, 1, 131072
53, 30, 1, 131072
54, 31, 1, 131072
55, 29, 1, 131072
56, 32, 1, 131072
57, 32, 1, 131072
59, 31, 1, 131072
60, 28, 1, 131072
61, 50, 1, 131072
62, 34, 1, 131072
63, 31, 1, 131072
64, 29, 1, 131072
65, 34, 1, 131072
66, 26, 1, 131072
67, 30, 1, 131072
69, 33, 1, 131072
70, 31, 1, 131072
71, 37, 1, 131072
72, 31, 1, 131072
73, 34, 1, 131072
74, 32, 1, 131072
79, 38, 1, 131072
79, 25, 1, 131072
79, 28, 1, 131072
79, 27, 1, 131072
81, 33, 1, 131072
86, 37, 1, 131072
91, 46, 1, 131072
91, 23, 1, 131072
91, 31, 1, 131072
91, 31, 1, 131072
91, 25, 1, 131072
97, 33, 1, 131072
97, 24, 1, 131072
