503, 783, 1, 131072
1011, 852, 1, 131072
1634, 534, 1, 131072
2135, 846, 1, 131072
2638, 807, 1, 131072
3140, 822, 1, 131072
3640, 756, 1, 131072
4151, 847, 1, 131072
4662, 845, 1, 131072
5181, 673, 1, 131072
5683, 866, 1, 131072
6196, 781, 1, 131072
6742, 763, 1, 131072
7258, 775, 1, 131072
7758, 858, 1, 131072
8267, 824, 1, 131072
8767, 846, 1, 131072
9267, 834, 1, 131072
9783, 792, 1, 131072
10284, 892, 1, 131072
10785, 504, 1, 131072
11288, 803, 1, 131072
11825, 835, 1, 131072
12326, 830, 1, 131072
12830, 827, 1, 131072
13338, 820, 1, 131072
13847, 565, 1, 131072
14358, 782, 1, 131072
14859, 918, 1, 131072
15363, 676, 1, 131072
15871, 820, 1, 131072
16372, 918, 1, 131072
16874, 806, 1, 131072
17378, 825, 1, 131072
17879, 822, 1, 131072
18379, 808, 1, 131072
18898, 743, 1, 131072
19399, 956, 1, 131072
19900, 850, 1, 131072
20400, 812, 1, 131072
